17161,..Rock Island County,"147,546"
17163,..St. Clair County,"270,056"
17165,..Saline County,"24,913"
17167,..Sangamon County,"197,465"
17169,..Schuyler County,"7,544"
17171,..Scott County,"5,355"
17173,..Shelby County,"22,363"
17175,..Stark County,"5,994"
17177,..Stephenson County,"47,711"
17179,..Tazewell County,"135,394"
17181,..Union County,"17,808"
17183,..Vermilion County,"81,625"
17185,..Wabash County,"11,947"
17187,..Warren County,"17,707"
17189,..Washington County,"14,716"
17191,..Wayne County,"16,760"
17193,..White County,"14,665"
17195,..Whiteside County,"58,498"
17197,..Will County,"677,560"
17199,..Williamson County,"66,362"
17201,..Winnebago County,"295,264"
17203,..Woodford County,"38,664"
18000,.Indiana,"6,483,800"
18001,..Adams County,"34,387"
18003,..Allen County,"355,329"
18005,..Bartholomew County,"76,794"
18007,..Benton County,"8,854"
18009,..Blackford County,"12,766"
18011,..Boone County,"56,640"
18013,..Brown County,"15,242"
18015,..Carroll County,"20,155"
18017,..Cass County,"38,966"
18019,..Clark County,"110,232"
18021,..Clay County,"26,888"
18023,..Clinton County,"33,224"
18025,..Crawford County,"10,713"
18027,..Daviess County,"31,654"
18029,..Dearborn County,"50,047"
18031,..Decatur County,"25,740"
18033,..DeKalb County,"42,223"
18035,..Delaware County,"117,671"
18037,..Dubois County,"41,889"
18039,..Elkhart County,"197,561"
18041,..Fayette County,"24,277"
18043,..Floyd County,"74,578"
18045,..Fountain County,"17,240"
18047,..Franklin County,"23,087"
18049,..Fulton County,"20,836"
18051,..Gibson County,"33,503"
18053,..Grant County,"70,061"
18055,..Greene County,"33,165"
18057,..Hamilton County,"274,569"
18059,..Hancock County,"70,002"
18061,..Harrison County,"39,364"
18063,..Hendricks County,"145,448"
18065,..Henry County,"49,462"
18067,..Howard County,"82,752"
18069,..Huntington County,"37,124"
18071,..Jackson County,"42,376"
18073,..Jasper County,"33,478"
18075,..Jay County,"21,253"
18077,..Jefferson County,"32,428"
18079,..Jennings County,"28,525"
18081,..Johnson County,"139,654"
18083,..Knox County,"38,440"
18085,..Kosciusko County,"77,356"
18087,..LaGrange County,"37,128"
18089,..Lake County,"496,005"
18091,..LaPorte County,"111,467"
18093,..Lawrence County,"46,134"
18095,..Madison County,"131,636"
18097,..Marion County,"903,393"
18099,..Marshall County,"47,051"
18101,..Martin County,"10,328"
18103,..Miami County,"36,903"
18105,..Monroe County,"137,974"
18107,..Montgomery County,"38,124"
18109,..Morgan County,"68,894"
18111,..Newton County,"14,244"
18113,..Noble County,"47,536"
18115,..Ohio County,"6,128"
18117,..Orange County,"19,840"
18119,..Owen County,"21,575"
18121,..Parke County,"17,341"
18123,..Perry County,"19,338"
18125,..Pike County,"12,845"
18127,..Porter County,"164,343"
18129,..Posey County,"25,910"
18131,..Pulaski County,"13,402"
18133,..Putnam County,"37,963"
18135,..Randolph County,"26,171"
18137,..Ripley County,"28,818"
18139,..Rush County,"17,392"
18141,..St. Joseph County,"266,929"
18143,..Scott County,"24,181"
18145,..Shelby County,"44,436"
18147,..Spencer County,"20,952"
18149,..Starke County,"23,363"
18151,..Steuben County,"34,185"
18153,..Sullivan County,"21,475"
18155,..Switzerland County,"10,613"
18157,..Tippecanoe County,"172,780"
18159,..Tipton County,"15,936"
18161,..Union County,"7,516"
18163,..Vanderburgh County,"179,703"
18165,..Vermillion County,"16,212"
18167,..Vigo County,"107,848"
18169,..Wabash County,"32,888"
18171,..Warren County,"8,508"
18173,..Warrick County,"59,689"
18175,..Washington County,"28,262"
18177,..Wayne County,"68,917"
18179,..Wells County,"27,636"
18181,..White County,"24,643"
18183,..Whitley County,"33,292"
19000,.Iowa,"3,046,350"
19001,..Adair County,"7,682"
19003,..Adams County,"4,029"
19005,..Allamakee County,"14,330"
19007,..Appanoose County,"12,887"
19009,..Audubon County,"6,119"
19011,..Benton County,"26,076"
19013,..Black Hawk County,"131,090"
19015,..Boone County,"26,306"
19017,..Bremer County,"24,276"
19019,..Buchanan County,"20,958"
19021,..Buena Vista County,"20,260"
19023,..Butler County,"14,867"
19025,..Calhoun County,"9,670"
19027,..Carroll County,"20,816"
19029,..Cass County,"13,956"
19031,..Cedar County,"18,499"
19033,..Cerro Gordo County,"44,151"
